 FRQ,I,J,Aij,Bij
  0.6240001E-01,           3,           2, -0.9336060E+01, -0.2236581E+02
  0.6240001E-01,           3,           3,  0.1577299E+06,  0.1414845E+06
  0.6240001E-01,           3,           4,  0.2247462E+03,  0.2671858E+03
  0.6240001E-01,           3,           5,  0.3393013E+07,  0.2357131E+07
  0.6240001E-01,           3,           6,  0.1933929E+03, -0.1934088E+03
  0.6240001E-01,           4,           1, -0.6169558E+01, -0.1531726E+01
  0.6240001E-01,           4,           2, -0.3008120E+06, -0.6993493E+05
  0.6240001E-01,           4,           3,  0.3656128E+02, -0.1834405E+02
  0.6240001E-01,           4,           4,  0.5024724E+07,  0.4221732E+06
  0.6240001E-01,           4,           5,  0.1635091E+04, -0.5123589E+03
  0.6240001E-01,           4,           6,  0.1031407E+08,  0.4415323E+06
  0.6240001E-01,           5,           1,  0.1416794E+07,  0.6034910E+06
  0.6240001E-01,           5,           2,  0.6186110E+03,  0.1602064E+03
  0.6240001E-01,           5,           3,  0.3436882E+07,  0.2300728E+07
  0.6240001E-01,           5,           4,  0.7338143E+04,  0.4841326E+04
  0.6240001E-01,           5,           5,  0.7569589E+09,  0.3108771E+09
  0.6240001E-01,           5,           6,  0.1077666E+06,  0.4038186E+05
  0.6240001E-01,           6,           1,  0.8112146E+02, -0.2576493E+01
  0.6240001E-01,           6,           2,  0.5639932E+06,  0.9483998E+04
  0.6240001E-01,           6,           3, -0.5312927E+01,  0.2296250E+02
  0.6240001E-01,           6,           4,  0.1061643E+08,  0.4697106E+06
  0.6240001E-01,           6,           5,  0.2276970E+05, -0.1360322E+04
  0.6240001E-01,           6,           6,  0.2897203E+09,  0.8430501E+07
  0.6240001E-01,           1,           1,  0.3097086E+04,  0.1354976E+04
  0.6240001E-01,           1,           2,  0.1902644E+01,  0.1148675E+01
  0.6240001E-01,           1,           3,  0.3538150E+04,  0.3092242E+03
  0.6240001E-01,           1,           4,  0.3304566E+01,  0.1116048E+01
  0.6240001E-01,           1,           5,  0.1441121E+07,  0.6153564E+06
  0.6240001E-01,           1,           6,  0.2349054E+03,  0.9428619E+02
  0.6240001E-01,           2,           1,  0.1252889E+01,  0.1990626E+00
  0.6240001E-01,           2,           2,  0.7671343E+05,  0.1285532E+05
  0.6240001E-01,           2,           3, -0.3049421E+01,  0.1558738E+01
  0.6240001E-01,           2,           4, -0.3090107E+06, -0.7183777E+05
  0.6240001E-01,           2,           5,  0.2544146E+02,  0.2066513E+02
  0.6240001E-01,           2,           6,  0.5642799E+06,  0.1050524E+05
  0.6240001E-01,           3,           1,  0.3251294E+04,  0.1232393E+03
  0.6240001E-01,           3,           2, -0.9336060E+01, -0.2236581E+02
  0.6240001E-01,           3,           3,  0.1577299E+06,  0.1414845E+06
  0.6240001E-01,           3,           4,  0.2247462E+03,  0.2671858E+03
  0.6240001E-01,           3,           5,  0.3393013E+07,  0.2357131E+07
  0.6240001E-01,           3,           6,  0.1933929E+03, -0.1934088E+03
  0.6240001E-01,           4,           1, -0.6169558E+01, -0.1531726E+01
  0.6240001E-01,           4,           2, -0.3008120E+06, -0.6993493E+05
  0.6240001E-01,           4,           3,  0.3656128E+02, -0.1834405E+02
  0.6240001E-01,           4,           4,  0.5024724E+07,  0.4221732E+06
  0.6240001E-01,           4,           5,  0.1635091E+04, -0.5123589E+03
  0.6240001E-01,           4,           6,  0.1031407E+08,  0.4415323E+06
  0.6240001E-01,           5,           1,  0.1416794E+07,  0.6034910E+06
  0.6240001E-01,           5,           2,  0.6186110E+03,  0.1602064E+03
  0.6240001E-01,           5,           3,  0.3436882E+07,  0.2300728E+07
  0.6240001E-01,           5,           4,  0.7338143E+04,  0.4841326E+04
  0.6240001E-01,           5,           5,  0.7569589E+09,  0.3108771E+09
  0.6240001E-01,           5,           6,  0.1077666E+06,  0.4038186E+05
  0.6240001E-01,           6,           1,  0.8112146E+02, -0.2576493E+01
  0.6240001E-01,           6,           2,  0.5639932E+06,  0.9483998E+04
  0.6240001E-01,           6,           3, -0.5312927E+01,  0.2296250E+02
  0.6240001E-01,           6,           4,  0.1061643E+08,  0.4697106E+06
  0.6240001E-01,           6,           5,  0.2276970E+05, -0.1360322E+04
  0.6240001E-01,           6,           6,  0.2897203E+09,  0.8430501E+07
  0.6240001E-01,           1,           1,  0.3097086E+04,  0.1354976E+04
  0.6240001E-01,           1,           2,  0.1902644E+01,  0.1148675E+01
  0.6240001E-01,           1,           3,  0.3538150E+04,  0.3092242E+03
  0.6240001E-01,           1,           4,  0.3304566E+01,  0.1116048E+01
  0.6240001E-01,           1,           5,  0.1441121E+07,  0.6153564E+06
  0.6240001E-01,           1,           6,  0.2349054E+03,  0.9428619E+02
  0.6240001E-01,           2,           1,  0.1252889E+01,  0.1990626E+00
  0.6240001E-01,           2,           2,  0.7671343E+05,  0.1285532E+05
  0.6240001E-01,           2,           3, -0.3049421E+01,  0.1558738E+01
  0.6240001E-01,           2,           4, -0.3090107E+06, -0.7183777E+05
  0.6240001E-01,           2,           5,  0.2544146E+02,  0.2066513E+02
  0.6240001E-01,           2,           6,  0.5642799E+06,  0.1050524E+05
  0.6240001E-01,           3,           1,  0.3251294E+04,  0.1232393E+03
  0.6240001E-01,           3,           2, -0.9336060E+01, -0.2236581E+02
  0.6240001E-01,           3,           3,  0.1577299E+06,  0.1414845E+06
  0.6240001E-01,           3,           4,  0.2247462E+03,  0.2671858E+03
  0.6240001E-01,           3,           5,  0.3393013E+07,  0.2357131E+07
  0.6240001E-01,           3,           6,  0.1933929E+03, -0.1934088E+03
  0.6240001E-01,           4,           1, -0.6169558E+01, -0.1531726E+01
  0.6240001E-01,           4,           2, -0.3008120E+06, -0.6993493E+05
  0.6240001E-01,           4,           3,  0.3656128E+02, -0.1834405E+02
  0.6240001E-01,           4,           4,  0.5024724E+07,  0.4221732E+06
  0.6240001E-01,           4,           5,  0.1635091E+04, -0.5123589E+03
  0.6240001E-01,           4,           6,  0.1031407E+08,  0.4415323E+06
  0.6240001E-01,           5,           1,  0.1416794E+07,  0.6034910E+06
  0.6240001E-01,           5,           2,  0.6186110E+03,  0.1602064E+03
  0.6240001E-01,           5,           3,  0.3436882E+07,  0.2300728E+07
  0.6240001E-01,           5,           4,  0.7338143E+04,  0.4841326E+04
  0.6240001E-01,           5,           5,  0.7569589E+09,  0.3108771E+09
  0.6240001E-01,           5,           6,  0.1077666E+06,  0.4038186E+05
  0.6240001E-01,           6,           1,  0.8112146E+02, -0.2576493E+01
  0.6240001E-01,           6,           2,  0.5639932E+06,  0.9483998E+04
  0.6240001E-01,           6,           3, -0.5312927E+01,  0.2296250E+02
  0.6240001E-01,           6,           4,  0.1061643E+08,  0.4697106E+06
  0.6240001E-01,           6,           5,  0.2276970E+05, -0.1360322E+04
  0.6240001E-01,           6,           6,  0.2897203E+09,  0.8430501E+07
  0.6720001E-01,           1,           1,  0.2902545E+04,  0.1551064E+04
  0.6720001E-01,           1,           2,  0.1745137E+01,  0.1381146E+01
  0.6720001E-01,           1,           3,  0.3451202E+04,  0.4511819E+03
  0.6720001E-01,           1,           4,  0.2466075E+01,  0.7330144E+00
  0.6720001E-01,           1,           5,  0.1351792E+07,  0.7055134E+06
  0.6720001E-01,           1,           6,  0.2231536E+03,  0.1148822E+03
  0.6720001E-01,           2,           1,  0.1216427E+01,  0.2523745E+00
  0.6720001E-01,           2,           2,  0.7788258E+05,  0.1802948E+05
  0.6720001E-01,           2,           3, -0.3045511E+01,  0.1658730E+01
  0.6720001E-01,           2,           4, -0.3094346E+06, -0.9835747E+05
  0.6720001E-01,           2,           5,  0.1167463E+02,  0.1289581E+02
  0.6720001E-01,           2,           6,  0.5786299E+06,  0.1455074E+05
  0.6720001E-01,           3,           1,  0.3196872E+04,  0.2513948E+03
  0.6720001E-01,           3,           2, -0.6426929E+01, -0.2047843E+02
  0.6720001E-01,           3,           3,  0.1415793E+06,  0.1353455E+06
  0.6720001E-01,           3,           4,  0.1941389E+03,  0.2442663E+03
  0.6720001E-01,           3,           5,  0.3130173E+07,  0.2270855E+07
  0.6720001E-01,           3,           6,  0.2419624E+03, -0.2573391E+03
  0.6720001E-01,           4,           1, -0.6004604E+01, -0.1893465E+01
  0.6720001E-01,           4,           2, -0.3012317E+06, -0.9586415E+05
  0.6720001E-01,           4,           3,  0.3530262E+02, -0.2082229E+02
  0.6720001E-01,           4,           4,  0.5040280E+07,  0.5771088E+06
  0.6720001E-01,           4,           5,  0.1581182E+04, -0.5603880E+03
  0.6720001E-01,           4,           6,  0.1065872E+08,  0.8103264E+06
  0.6720001E-01,           5,           1,  0.1329715E+07,  0.6925405E+06
  0.6720001E-01,           5,           2,  0.5908905E+03,  0.2924221E+03
  0.6720001E-01,           5,           3,  0.3173636E+07,  0.2236110E+07
  0.6720001E-01,           5,           4,  0.6498613E+04,  0.4425852E+04
  0.6720001E-01,           5,           5,  0.7144705E+09,  0.3501942E+09
  0.6720001E-01,           5,           6,  0.1039399E+06,  0.4973262E+05
  0.6720001E-01,           6,           1,  0.7957409E+02, -0.4612486E+01
  0.6720001E-01,           6,           2,  0.5785564E+06,  0.1311794E+05
  0.6720001E-01,           6,           3, -0.5326342E+01,  0.3631530E+02
  0.6720001E-01,           6,           4,  0.1096424E+08,  0.8568200E+06
  0.6720001E-01,           6,           5,  0.2058412E+05, -0.2640863E+04
  0.6720001E-01,           6,           6,  0.2998839E+09,  0.1557760E+08
  0.6720001E-01,           1,           1,  0.2902545E+04,  0.1551064E+04
  0.6720001E-01,           1,           2,  0.1745137E+01,  0.1381146E+01
  0.6720001E-01,           1,           3,  0.3451202E+04,  0.4511819E+03
  0.6720001E-01,           1,           4,  0.2466075E+01,  0.7330144E+00
  0.6720001E-01,           1,           5,  0.1351792E+07,  0.7055134E+06
  0.6720001E-01,           1,           6,  0.2231536E+03,  0.1148822E+03
  0.6720001E-01,           2,           1,  0.1216427E+01,  0.2523745E+00
  0.6720001E-01,           2,           2,  0.7788258E+05,  0.1802948E+05
  0.6720001E-01,           2,           3, -0.3045511E+01,  0.1658730E+01
  0.6720001E-01,           2,           4, -0.3094346E+06, -0.9835747E+05
  0.6720001E-01,           2,           5,  0.1167463E+02,  0.1289581E+02
  0.6720001E-01,           2,           6,  0.5786299E+06,  0.1455074E+05
  0.6720001E-01,           3,           1,  0.3196872E+04,  0.2513948E+03
  0.6720001E-01,           3,           2, -0.6426929E+01, -0.2047843E+02
  0.6720001E-01,           3,           3,  0.1415793E+06,  0.1353455E+06
  0.6720001E-01,           3,           4,  0.1941389E+03,  0.2442663E+03
  0.6720001E-01,           3,           5,  0.3130173E+07,  0.2270855E+07
  0.6720001E-01,           3,           6,  0.2419624E+03, -0.2573391E+03
  0.6720001E-01,           4,           1, -0.6004604E+01, -0.1893465E+01
  0.6720001E-01,           4,           2, -0.3012317E+06, -0.9586415E+05
  0.6720001E-01,           4,           3,  0.3530262E+02, -0.2082229E+02
  0.6720001E-01,           4,           4,  0.5040280E+07,  0.5771088E+06
  0.6720001E-01,           4,           5,  0.1581182E+04, -0.5603880E+03
  0.6720001E-01,           4,           6,  0.1065872E+08,  0.8103264E+06
  0.6720001E-01,           5,           1,  0.1329715E+07,  0.6925405E+06
  0.6720001E-01,           5,           2,  0.5908905E+03,  0.2924221E+03
  0.6720001E-01,           5,           3,  0.3173636E+07,  0.2236110E+07
  0.6720001E-01,           5,           4,  0.6498613E+04,  0.4425852E+04
  0.6720001E-01,           5,           5,  0.7144705E+09,  0.3501942E+09
  0.6720001E-01,           5,           6,  0.1039399E+06,  0.4973262E+05
  0.6720001E-01,           6,           1,  0.7957409E+02, -0.4612486E+01
  0.6720001E-01,           6,           2,  0.5785564E+06,  0.1311794E+05
  0.6720001E-01,           6,           3, -0.5326342E+01,  0.3631530E+02
  0.6720001E-01,           6,           4,  0.1096424E+08,  0.8568200E+06
  0.6720001E-01,           6,           5,  0.2058412E+05, -0.2640863E+04
  0.6720001E-01,           6,           6,  0.2998839E+09,  0.1557760E+08
  0.6720001E-01,           1,           1,  0.2902545E+04,  0.1551064E+04
  0.6720001E-01,           1,           2,  0.1745137E+01,  0.1381146E+01
  0.6720001E-01,           1,           3,  0.3451202E+04,  0.4511819E+03
  0.6720001E-01,           1,           4,  0.2466075E+01,  0.7330144E+00
  0.6720001E-01,           1,           5,  0.1351792E+07,  0.7055134E+06
  0.6720001E-01,           1,           6,  0.2231536E+03,  0.1148822E+03
  0.6720001E-01,           2,           1,  0.1216427E+01,  0.2523745E+00
  0.6720001E-01,           2,           2,  0.7788258E+05,  0.1802948E+05
  0.6720001E-01,           2,           3, -0.3045511E+01,  0.1658730E+01
  0.6720001E-01,           2,           4, -0.3094346E+06, -0.9835747E+05
  0.6720001E-01,           2,           5,  0.1167463E+02,  0.1289581E+02
  0.6720001E-01,           2,           6,  0.5786299E+06,  0.1455074E+05
  0.6720001E-01,           3,           1,  0.3196872E+04,  0.2513948E+03
  0.6720001E-01,           3,           2, -0.6426929E+01, -0.2047843E+02
  0.6720001E-01,           3,           3,  0.1415793E+06,  0.1353455E+06
  0.6720001E-01,           3,           4,  0.1941389E+03,  0.2442663E+03
  0.6720001E-01,           3,           5,  0.3130173E+07,  0.2270855E+07
  0.6720001E-01,           3,           6,  0.2419624E+03, -0.2573391E+03
  0.6720001E-01,           4,           1, -0.6004604E+01, -0.1893465E+01
  0.6720001E-01,           4,           2, -0.3012317E+06, -0.9586415E+05
  0.6720001E-01,           4,           3,  0.3530262E+02, -0.2082229E+02
  0.6720001E-01,           4,           4,  0.5040280E+07,  0.5771088E+06
  0.6720001E-01,           4,           5,  0.1581182E+04, -0.5603880E+03
  0.6720001E-01,           4,           6,  0.1065872E+08,  0.8103264E+06
  0.6720001E-01,           5,           1,  0.1329715E+07,  0.6925405E+06
  0.6720001E-01,           5,           2,  0.5908905E+03,  0.2924221E+03
  0.6720001E-01,           5,           3,  0.3173636E+07,  0.2236110E+07
  0.6720001E-01,           5,           4,  0.6498613E+04,  0.4425852E+04
  0.6720001E-01,           5,           5,  0.7144705E+09,  0.3501942E+09
  0.6720001E-01,           5,           6,  0.1039399E+06,  0.4973262E+05
  0.6720001E-01,           6,           1,  0.7957409E+02, -0.4612486E+01
  0.6720001E-01,           6,           2,  0.5785564E+06,  0.1311794E+05
  0.6720001E-01,           6,           3, -0.5326342E+01,  0.3631530E+02
  0.6720001E-01,           6,           4,  0.1096424E+08,  0.8568200E+06
  0.6720001E-01,           6,           5,  0.2058412E+05, -0.2640863E+04
  0.6720001E-01,           6,           6,  0.2998839E+09,  0.1557760E+08
  0.7200000E-01,           1,           1,  0.2671349E+04,  0.1692128E+04
  0.7200000E-01,           1,           2,  0.1518971E+01,  0.1582462E+01
  0.7200000E-01,           1,           3,  0.3306613E+04,  0.5497270E+03
  0.7200000E-01,           1,           4,  0.1690838E+01,  0.3600883E-01
  0.7200000E-01,           1,           5,  0.1245211E+07,  0.7705728E+06
  0.7200000E-01,           1,           6,  0.2060592E+03,  0.1345673E+03
  0.7200000E-01,           2,           1,  0.1178900E+01,  0.3012260E+00
  0.7200000E-01,           2,           2,  0.7776543E+05,  0.2380292E+05
  0.7200000E-01,           2,           3, -0.3041818E+01,  0.1784579E+01
  0.7200000E-01,           2,           4, -0.3022080E+06, -0.1263912E+06
  0.7200000E-01,           2,           5,  0.2921463E+01, -0.1431424E+01
  0.7200000E-01,           2,           6,  0.5947542E+06,  0.1813596E+05
  0.7200000E-01,           3,           1,  0.3085731E+04,  0.3461460E+03
  0.7200000E-01,           3,           2, -0.4370415E+01, -0.1828527E+02
  0.7200000E-01,           3,           3,  0.1280713E+06,  0.1269152E+06
  0.7200000E-01,           3,           4,  0.1743152E+03,  0.2177677E+03
  0.7200000E-01,           3,           5,  0.2905856E+07,  0.2151030E+07
  0.7200000E-01,           3,           6,  0.3140171E+03, -0.2941905E+03
  0.7200000E-01,           4,           1, -0.5825975E+01, -0.2149907E+01
  0.7200000E-01,           4,           2, -0.2941458E+06, -0.1233313E+06
  0.7200000E-01,           4,           3,  0.3408714E+02, -0.2285190E+02
  0.7200000E-01,           4,           4,  0.5013259E+07,  0.7397089E+06
  0.7200000E-01,           4,           5,  0.1526076E+04, -0.5796517E+03
  0.7200000E-01,           4,           6,  0.1093268E+08,  0.1347667E+07
  0.7200000E-01,           5,           1,  0.1225502E+07,  0.7572291E+06
  0.7200000E-01,           5,           2,  0.5270283E+03,  0.4133582E+03
  0.7200000E-01,           5,           3,  0.2942046E+07,  0.2134019E+07
  0.7200000E-01,           5,           4,  0.5815003E+04,  0.3888990E+04
  0.7200000E-01,           5,           5,  0.6648363E+09,  0.3786976E+09
  0.7200000E-01,           5,           6,  0.9740162E+05,  0.5929573E+05
  0.7200000E-01,           6,           1,  0.7896037E+02, -0.6396793E+01
  0.7200000E-01,           6,           2,  0.5951336E+06,  0.1634077E+05
  0.7200000E-01,           6,           3, -0.8839269E+01,  0.4911752E+02
  0.7200000E-01,           6,           4,  0.1123388E+08,  0.1416784E+07
  0.7200000E-01,           6,           5,  0.1841355E+05, -0.4356929E+04
  0.7200000E-01,           6,           6,  0.3100322E+09,  0.2654980E+08
  0.7200000E-01,           1,           1,  0.2671349E+04,  0.1692128E+04
  0.7200000E-01,           1,           2,  0.1518971E+01,  0.1582462E+01
  0.7200000E-01,           1,           3,  0.3306613E+04,  0.5497270E+03
  0.7200000E-01,           1,           4,  0.1690838E+01,  0.3600883E-01
  0.7200000E-01,           1,           5,  0.1245211E+07,  0.7705728E+06
  0.7200000E-01,           1,           6,  0.2060592E+03,  0.1345673E+03
  0.7200000E-01,           2,           1,  0.1178900E+01,  0.3012260E+00
  0.7200000E-01,           2,           2,  0.7776543E+05,  0.2380292E+05
  0.7200000E-01,           2,           3, -0.3041818E+01,  0.1784579E+01
  0.7200000E-01,           2,           4, -0.3022080E+06, -0.1263912E+06
  0.7200000E-01,           2,           5,  0.2921463E+01, -0.1431424E+01
  0.7200000E-01,           2,           6,  0.5947542E+06,  0.1813596E+05
  0.7200000E-01,           3,           1,  0.3085731E+04,  0.3461460E+03
  0.7200000E-01,           3,           2, -0.4370415E+01, -0.1828527E+02
  0.7200000E-01,           3,           3,  0.1280713E+06,  0.1269152E+06
  0.7200000E-01,           3,           4,  0.1743152E+03,  0.2177677E+03
  0.7200000E-01,           3,           5,  0.2905856E+07,  0.2151030E+07
  0.7200000E-01,           3,           6,  0.3140171E+03, -0.2941905E+03
  0.7200000E-01,           4,           1, -0.5825975E+01, -0.2149907E+01
  0.7200000E-01,           4,           2, -0.2941458E+06, -0.1233313E+06
  0.7200000E-01,           4,           3,  0.3408714E+02, -0.2285190E+02
  0.7200000E-01,           4,           4,  0.5013259E+07,  0.7397089E+06
  0.7200000E-01,           4,           5,  0.1526076E+04, -0.5796517E+03
  0.7200000E-01,           4,           6,  0.1093268E+08,  0.1347667E+07
  0.7200000E-01,           5,           1,  0.1225502E+07,  0.7572291E+06
  0.7200000E-01,           5,           2,  0.5270283E+03,  0.4133582E+03
  0.7200000E-01,           5,           3,  0.2942046E+07,  0.2134019E+07
  0.7200000E-01,           5,           4,  0.5815003E+04,  0.3888990E+04
  0.7200000E-01,           5,           5,  0.6648363E+09,  0.3786976E+09
  0.7200000E-01,           5,           6,  0.9740162E+05,  0.5929573E+05
  0.7200000E-01,           6,           1,  0.7896037E+02, -0.6396793E+01
  0.7200000E-01,           6,           2,  0.5951336E+06,  0.1634077E+05
  0.7200000E-01,           6,           3, -0.8839269E+01,  0.4911752E+02
  0.7200000E-01,           6,           4,  0.1123388E+08,  0.1416784E+07
  0.7200000E-01,           6,           5,  0.1841355E+05, -0.4356929E+04
  0.7200000E-01,           6,           6,  0.3100322E+09,  0.2654980E+08
  0.7200000E-01,           1,           1,  0.2671349E+04,  0.1692128E+04
  0.7200000E-01,           1,           2,  0.1518971E+01,  0.1582462E+01
  0.7200000E-01,           1,           3,  0.3306613E+04,  0.5497270E+03
  0.7200000E-01,           1,           4,  0.1690838E+01,  0.3600883E-01
  0.7200000E-01,           1,           5,  0.1245211E+07,  0.7705728E+06
  0.7200000E-01,           1,           6,  0.2060592E+03,  0.1345673E+03
  0.7200000E-01,           2,           1,  0.1178900E+01,  0.3012260E+00
  0.7200000E-01,           2,           2,  0.7776543E+05,  0.2380292E+05
  0.7200000E-01,           2,           3, -0.3041818E+01,  0.1784579E+01
  0.7200000E-01,           2,           4, -0.3022080E+06, -0.1263912E+06
  0.7200000E-01,           2,           5,  0.2921463E+01, -0.1431424E+01
  0.7200000E-01,           2,           6,  0.5947542E+06,  0.1813596E+05
  0.7200000E-01,           3,           1,  0.3085731E+04,  0.3461460E+03
  0.7200000E-01,           3,           2, -0.4370415E+01, -0.1828527E+02
  0.7200000E-01,           3,           3,  0.1280713E+06,  0.1269152E+06
  0.7200000E-01,           3,           4,  0.1743152E+03,  0.2177677E+03
  0.7200000E-01,           3,           5,  0.2905856E+07,  0.2151030E+07
  0.7200000E-01,           3,           6,  0.3140171E+03, -0.2941905E+03
  0.7200000E-01,           4,           1, -0.5825975E+01, -0.2149907E+01
  0.7200000E-01,           4,           2, -0.2941458E+06, -0.1233313E+06
  0.7200000E-01,           4,           3,  0.3408714E+02, -0.2285190E+02
  0.7200000E-01,           4,           4,  0.5013259E+07,  0.7397089E+06
  0.7200000E-01,           4,           5,  0.1526076E+04, -0.5796517E+03
  0.7200000E-01,           4,           6,  0.1093268E+08,  0.1347667E+07
  0.7200000E-01,           5,           1,  0.1225502E+07,  0.7572291E+06
  0.7200000E-01,           5,           2,  0.5270283E+03,  0.4133582E+03
  0.7200000E-01,           5,           3,  0.2942046E+07,  0.2134019E+07
  0.7200000E-01,           5,           4,  0.5815003E+04,  0.3888990E+04
  0.7200000E-01,           5,           5,  0.6648363E+09,  0.3786976E+09
  0.7200000E-01,           5,           6,  0.9740162E+05,  0.5929573E+05
  0.7200000E-01,           6,           1,  0.7896037E+02, -0.6396793E+01
  0.7200000E-01,           6,           2,  0.5951336E+06,  0.1634077E+05
  0.7200000E-01,           6,           3, -0.8839269E+01,  0.4911752E+02
  0.7200000E-01,           6,           4,  0.1123388E+08,  0.1416784E+07
  0.7200000E-01,           6,           5,  0.1841355E+05, -0.4356929E+04
  0.7200000E-01,           6,           6,  0.3100322E+09,  0.2654980E+08
  0.7680000E-01,           1,           1,  0.2422680E+04,  0.1772500E+04
  0.7680000E-01,           1,           2,  0.1245887E+01,  0.1717671E+01
  0.7680000E-01,           1,           3,  0.3135143E+04,  0.5782504E+03
  0.7680000E-01,           1,           4,  0.1146997E+01, -0.9024389E+00
  0.7680000E-01,           1,           5,  0.1130078E+07,  0.8078045E+06
  0.7680000E-01,           1,           6,  0.1821413E+03,  0.1507888E+03
  0.7680000E-01,           2,           1,  0.1121576E+01,  0.3244798E+00
  0.7680000E-01,           2,           2,  0.7615879E+05,  0.2963967E+05
  0.7680000E-01,           2,           3, -0.2911909E+01,  0.1914710E+01
  0.7680000E-01,           2,           4, -0.2868685E+06, -0.1527411E+06
  0.7680000E-01,           2,           5, -0.7560976E+00, -0.2142789E+02
  0.7680000E-01,           2,           6,  0.6145799E+06,  0.2041351E+05
  0.7680000E-01,           3,           1,  0.2944718E+04,  0.3797710E+03
  0.7680000E-01,           3,           2, -0.3178651E+01, -0.1603361E+02
  0.7680000E-01,           3,           3,  0.1176254E+06,  0.1172113E+06
  0.7680000E-01,           3,           4,  0.1638783E+03,  0.1927415E+03
  0.7680000E-01,           3,           5,  0.2724582E+07,  0.2011287E+07
  0.7680000E-01,           3,           6,  0.3883017E+03, -0.2959782E+03
  0.7680000E-01,           4,           1, -0.5582012E+01, -0.2267495E+01
  0.7680000E-01,           4,           2, -0.2790642E+06, -0.1491966E+06
  0.7680000E-01,           4,           3,  0.3211530E+02, -0.2446815E+02
  0.7680000E-01,           4,           4,  0.4942003E+07,  0.8895472E+06
  0.7680000E-01,           4,           5,  0.1438962E+04, -0.5783843E+03
  0.7680000E-01,           4,           6,  0.1103417E+08,  0.2026815E+07
  0.7680000E-01,           5,           1,  0.1112552E+07,  0.7947567E+06
  0.7680000E-01,           5,           2,  0.4280212E+03,  0.5038224E+03
  0.7680000E-01,           5,           3,  0.2749249E+07,  0.2005791E+07
  0.7680000E-01,           5,           4,  0.5280447E+04,  0.3310138E+04
  0.7680000E-01,           5,           5,  0.6113987E+09,  0.3953330E+09
  0.7680000E-01,           5,           6,  0.8751823E+05,  0.6789952E+05
  0.7680000E-01,           6,           1,  0.7881329E+02, -0.7617645E+01
  0.7680000E-01,           6,           2,  0.6156458E+06,  0.1844393E+05
  0.7680000E-01,           6,           3, -0.1521268E+02,  0.6505524E+02
  0.7680000E-01,           6,           4,  0.1131977E+08,  0.2118459E+07
  0.7680000E-01,           6,           5,  0.1670871E+05, -0.6772415E+04
  0.7680000E-01,           6,           6,  0.3184281E+09,  0.4172888E+08
  0.7680000E-01,           1,           1,  0.2422680E+04,  0.1772500E+04
  0.7680000E-01,           1,           2,  0.1245887E+01,  0.1717671E+01
  0.7680000E-01,           1,           3,  0.3135143E+04,  0.5782504E+03
  0.7680000E-01,           1,           4,  0.1146997E+01, -0.9024389E+00
  0.7680000E-01,           1,           5,  0.1130078E+07,  0.8078045E+06
  0.7680000E-01,           1,           6,  0.1821413E+03,  0.1507888E+03
  0.7680000E-01,           2,           1,  0.1121576E+01,  0.3244798E+00
  0.7680000E-01,           2,           2,  0.7615879E+05,  0.2963967E+05
  0.7680000E-01,           2,           3, -0.2911909E+01,  0.1914710E+01
  0.7680000E-01,           2,           4, -0.2868685E+06, -0.1527411E+06
  0.7680000E-01,           2,           5, -0.7560976E+00, -0.2142789E+02
  0.7680000E-01,           2,           6,  0.6145799E+06,  0.2041351E+05
  0.7680000E-01,           3,           1,  0.2944718E+04,  0.3797710E+03
  0.7680000E-01,           3,           2, -0.3178651E+01, -0.1603361E+02
  0.7680000E-01,           3,           3,  0.1176254E+06,  0.1172113E+06
  0.7680000E-01,           3,           4,  0.1638783E+03,  0.1927415E+03
  0.7680000E-01,           3,           5,  0.2724582E+07,  0.2011287E+07
  0.7680000E-01,           3,           6,  0.3883017E+03, -0.2959782E+03
  0.7680000E-01,           4,           1, -0.5582012E+01, -0.2267495E+01
  0.7680000E-01,           4,           2, -0.2790642E+06, -0.1491966E+06
  0.7680000E-01,           4,           3,  0.3211530E+02, -0.2446815E+02
  0.7680000E-01,           4,           4,  0.4942003E+07,  0.8895472E+06
  0.7680000E-01,           4,           5,  0.1438962E+04, -0.5783843E+03
  0.7680000E-01,           4,           6,  0.1103417E+08,  0.2026815E+07
  0.7680000E-01,           5,           1,  0.1112552E+07,  0.7947567E+06
  0.7680000E-01,           5,           2,  0.4280212E+03,  0.5038224E+03
  0.7680000E-01,           5,           3,  0.2749249E+07,  0.2005791E+07
  0.7680000E-01,           5,           4,  0.5280447E+04,  0.3310138E+04
  0.7680000E-01,           5,           5,  0.6113987E+09,  0.3953330E+09
  0.7680000E-01,           5,           6,  0.8751823E+05,  0.6789952E+05
  0.7680000E-01,           6,           1,  0.7881329E+02, -0.7617645E+01
  0.7680000E-01,           6,           2,  0.6156458E+06,  0.1844393E+05
  0.7680000E-01,           6,           3, -0.1521268E+02,  0.6505524E+02
  0.7680000E-01,           6,           4,  0.1131977E+08,  0.2118459E+07
  0.7680000E-01,           6,           5,  0.1670871E+05, -0.6772415E+04
  0.7680000E-01,           6,           6,  0.3184281E+09,  0.4172888E+08
  0.7680000E-01,           1,           1,  0.2422680E+04,  0.1772500E+04
  0.7680000E-01,           1,           2,  0.1245887E+01,  0.1717671E+01
  0.7680000E-01,           1,           3,  0.3135143E+04,  0.5782504E+03
  0.7680000E-01,           1,           4,  0.1146997E+01, -0.9024389E+00
  0.7680000E-01,           1,           5,  0.1130078E+07,  0.8078045E+06
